country,time,bcg_vacc,bcg_vacc_is_forecast,dtp3_vacc,dtp3_vacc_is_forecast,hepb3_vacc,hepb3_vacc_is_forecast,hib3_vacc,hib3_vacc_is_forecast,mcv1_vacc,mcv1_vacc_is_forecast,mcv2_vacc,mcv2_vacc_is_forecast,pcv3_vacc,pcv3_vacc_is_forecast,pol3_vacc,pol3_vacc_is_forecast,rotac_vacc,rotac_vacc_is_forecast,six_vacc_rate,six_vacc_rate_is_forecast
afg,1980,,,4.0,False,,,,,11.0,False,,,,,,,,,,
afg,1981,,,3.0,False,,,,,,,,,,,3.0,False,,,,
afg,1982,10.0,False,5.0,False,,,,,8.0,False,,,,,5.0,False,,,,
afg,1983,10.0,False,5.0,False,,,,,9.0,False,,,,,5.0,False,,,,
afg,1984,11.0,False,16.0,False,,,,,14.0,False,,,,,16.0,False,,,,
afg,1985,17.0,False,15.0,False,,,,,14.0,False,,,,,15.0,False,,,,
afg,1986,18.0,False,11.0,False,,,,,14.0,False,,,,,11.0,False,,,,
afg,1987,27.0,False,25.0,False,,,,,31.0,False,,,,,25.0,False,,,,
afg,1988,40.0,False,35.0,False,,,,,34.0,False,,,,,35.0,False,,,,
afg,1989,38.0,False,33.0,False,,,,,22.0,False,,,,,33.0,False,,,,
afg,1990,30.0,False,25.0,False,,,,,20.0,False,,,,,25.0,False,,,,
afg,1991,21.0,False,23.0,False,,,,,19.0,False,,,,,23.0,False,,,,
afg,1992,19.0,False,21.0,False,,,,,22.0,False,,,,,21.0,False,,,,
afg,1993,17.0,False,18.0,False,,,,,25.0,False,,,,,18.0,False,,,,
afg,1994,15.0,False,12.0,False,,,,,40.0,False,,,,,8.0,False,,,,
afg,1995,31.0,False,20.0,False,,,,,41.0,False,,,,,20.0,False,,,,
afg,1996,47.0,False,31.0,False,,,,,42.0,False,,,,,31.0,False,,,,
afg,1997,43.0,False,28.0,False,,,,,38.0,False,,,,,28.0,False,,,,
afg,1998,35.0,False,27.0,False,,,,,31.0,False,,,,,28.0,False,,,,
afg,1999,38.0,False,27.0,False,,,,,31.0,False,,,,,27.0,False,,,,
afg,2000,30.0,False,24.0,False,,,,,27.0,False,,,,,24.0,False,,,,
afg,2001,43.0,False,33.0,False,,,,,37.0,False,,,,,35.0,False,,,,
afg,2002,46.0,False,36.0,False,,,,,35.0,False,,,,,36.0,False,,,,
afg,2003,44.0,False,41.0,False,,,,,39.0,False,,,,,41.0,False,,,,
afg,2004,51.0,False,50.0,False,,,,,48.0,False,2.0,False,,,50.0,False,,,,
afg,2005,57.0,False,58.0,False,,,,,50.0,False,9.0,False,,,58.0,False,,,,
afg,2006,60.0,False,58.0,False,,,,,53.0,False,18.0,False,,,58.0,False,,,,
afg,2007,60.0,False,63.0,False,63.0,False,,,55.0,False,4.0,False,,,63.0,False,,,,
afg,2008,66.0,False,64.0,False,64.0,False,,,59.0,False,23.0,False,,,64.0,False,,,,
afg,2009,64.0,False,63.0,False,63.0,False,63.0,False,60.0,False,24.0,False,,,63.0,False,,,60.0,False
afg,2010,68.0,False,66.0,False,66.0,False,66.0,False,62.0,False,29.0,False,,,66.0,False,,,62.0,False
afg,2011,71.0,False,68.0,False,68.0,False,68.0,False,64.0,False,31.0,False,,,68.0,False,,,64.0,False
afg,2012,78.0,False,66.0,False,66.0,False,66.0,False,59.0,False,33.0,False,,,66.0,False,,,59.0,False
afg,2013,72.0,False,64.0,False,64.0,False,64.0,False,57.0,False,38.0,False,,,63.0,False,,,57.0,False
afg,2014,74.0,False,63.0,False,63.0,False,63.0,False,60.0,False,44.0,False,49.0,False,62.0,False,,,60.0,False
afg,2015,76.0,False,64.0,False,64.0,False,64.0,False,62.0,False,42.0,False,65.0,False,67.0,False,,,62.0,False
afg,2016,78.0,False,65.0,False,65.0,False,65.0,False,64.0,False,40.0,False,62.0,False,71.0,False,,,64.0,False
afg,2017,80.0,False,63.0,False,63.0,False,63.0,False,64.0,False,38.0,False,63.0,False,70.0,False,,,63.0,False
afg,2018,82.0,False,67.0,False,67.0,False,67.0,False,66.0,False,46.0,False,64.0,False,73.0,False,45.0,False,66.0,False
afg,2019,74.0,False,65.0,False,65.0,False,65.0,False,57.0,False,37.0,False,61.0,False,71.0,False,55.0,False,57.0,False
afg,2020,72.0,False,61.0,False,61.0,False,61.0,False,57.0,False,38.0,False,59.0,False,69.0,False,59.0,False,57.0,False
afg,2021,65.0,False,55.0,False,55.0,False,55.0,False,51.0,False,37.0,False,53.0,False,64.0,False,56.0,False,51.0,False
afg,2022,69.0,False,58.0,False,58.0,False,58.0,False,56.0,False,42.0,False,55.0,False,69.0,False,59.0,False,56.0,False
afg,2023,68.0,False,60.0,False,60.0,False,60.0,False,55.0,False,42.0,False,58.0,False,68.0,False,61.0,False,55.0,False
ago,1983,25.0,False,6.0,False,,,,,26.0,False,,,,,,,,,,
ago,1984,28.0,False,8.0,False,,,,,35.0,False,,,,,,,,,,
ago,1985,28.0,False,8.0,False,,,,,44.0,False,,,,,13.0,False,,,,
ago,1986,32.0,False,10.0,False,,,,,44.0,False,,,,,15.0,False,,,,
ago,1987,29.0,False,10.0,False,,,,,55.0,False,,,,,16.0,False,,,,
ago,1988,32.0,False,12.0,False,,,,,56.0,False,,,,,13.0,False,,,,
ago,1989,47.0,False,18.0,False,,,,,48.0,False,,,,,19.0,False,,,,
ago,1990,48.0,False,24.0,False,,,,,38.0,False,,,,,23.0,False,,,,
ago,1991,53.0,False,26.0,False,,,,,39.0,False,,,,,26.0,False,,,,
ago,1992,47.0,False,21.0,False,,,,,39.0,False,,,,,21.0,False,,,,
ago,1993,53.0,False,30.0,False,,,,,47.0,False,,,,,28.0,False,,,,
ago,1994,48.0,False,27.0,False,,,,,44.0,False,,,,,28.0,False,,,,
ago,1995,60.0,False,24.0,False,,,,,46.0,False,,,,,28.0,False,,,,
ago,1996,65.0,False,28.0,False,,,,,62.0,False,,,,,33.0,False,,,,
ago,1997,70.0,False,41.0,False,,,,,78.0,False,,,,,38.0,False,,,,
ago,1998,60.0,False,47.0,False,,,,,59.0,False,,,,,43.0,False,,,,
ago,1999,49.0,False,21.0,False,,,,,40.0,False,,,,,32.0,False,,,,
ago,2000,53.0,False,31.0,False,,,,,32.0,False,,,,,21.0,False,,,,
ago,2001,70.0,False,42.0,False,,,,,60.0,False,,,,,28.0,False,,,,
ago,2002,76.0,False,47.0,False,,,,,59.0,False,,,,,22.0,False,,,,
ago,2003,54.0,False,46.0,False,,,,,44.0,False,,,,,21.0,False,,,,
ago,2004,63.0,False,47.0,False,,,,,43.0,False,,,,,18.0,False,,,,
ago,2005,51.0,False,47.0,False,,,,,21.0,False,,,,,14.0,False,,,,
ago,2006,54.0,False,44.0,False,,,,,21.0,False,,,,,8.0,False,,,,
ago,2007,75.0,False,48.0,False,43.0,False,43.0,False,58.0,False,,,,,43.0,False,,,43.0,False
ago,2008,73.0,False,49.0,False,45.0,False,45.0,False,48.0,False,,,,,36.0,False,,,36.0,False
ago,2009,70.0,False,50.0,False,47.0,False,47.0,False,46.0,False,,,,,36.0,False,,,36.0,False
ago,2010,79.0,False,51.0,False,49.0,False,49.0,False,62.0,False,,,,,56.0,False,,,49.0,False
ago,2011,74.0,False,52.0,False,50.0,False,50.0,False,57.0,False,,,,,50.0,False,,,50.0,False
ago,2012,73.0,False,53.0,False,52.0,False,52.0,False,65.0,False,,,,,54.0,False,,,52.0,False
ago,2013,71.0,False,54.0,False,54.0,False,54.0,False,59.0,False,,,9.0,False,48.0,False,,,48.0,False
ago,2014,72.0,False,55.0,False,55.0,False,55.0,False,56.0,False,,,45.0,False,55.0,False,18.0,False,55.0,False
ago,2015,64.0,False,59.0,False,59.0,False,59.0,False,51.0,False,16.0,False,55.0,False,62.0,False,40.0,False,51.0,False
ago,2016,40.0,False,59.0,False,59.0,False,59.0,False,45.0,False,16.0,False,55.0,False,58.0,False,44.0,False,40.0,False
ago,2017,69.0,False,56.0,False,56.0,False,56.0,False,42.0,False,18.0,False,52.0,False,52.0,False,43.0,False,42.0,False
ago,2018,72.0,False,63.0,False,63.0,False,63.0,False,50.0,False,23.0,False,59.0,False,61.0,False,48.0,False,50.0,False
ago,2019,69.0,False,57.0,False,57.0,False,57.0,False,51.0,False,33.0,False,53.0,False,56.0,False,58.0,False,51.0,False
ago,2020,58.0,False,51.0,False,51.0,False,51.0,False,44.0,False,29.0,False,53.0,False,51.0,False,43.0,False,44.0,False
ago,2021,56.0,False,45.0,False,45.0,False,45.0,False,36.0,False,22.0,False,34.0,False,43.0,False,34.0,False,36.0,False
ago,2022,60.0,False,42.0,False,42.0,False,42.0,False,37.0,False,25.0,False,24.0,False,41.0,False,37.0,False,37.0,False
ago,2023,73.0,False,54.0,False,54.0,False,54.0,False,50.0,False,35.0,False,49.0,False,60.0,False,43.0,False,50.0,False
alb,1980,93.0,False,94.0,False,,,,,90.0,False,,,,,92.0,False,,,,
alb,1981,93.0,False,94.0,False,,,,,90.0,False,,,,,92.0,False,,,,
alb,1982,92.0,False,95.0,False,,,,,93.0,False,,,,,92.0,False,,,,
alb,1983,90.0,False,95.0,False,,,,,96.0,False,,,,,92.0,False,,,,
alb,1984,90.0,False,95.0,False,,,,,96.0,False,,,,,92.0,False,,,,
alb,1985,92.0,False,96.0,False,,,,,96.0,False,,,,,94.0,False,,,,
alb,1986,92.0,False,96.0,False,,,,,96.0,False,,,,,94.0,False,,,,
alb,1987,92.0,False,96.0,False,,,,,96.0,False,,,,,94.0,False,,,,
alb,1988,92.0,False,96.0,False,,,,,96.0,False,,,,,96.0,False,,,,
alb,1989,94.0,False,94.0,False,,,,,96.0,False,,,,,96.0,False,,,,
alb,1990,94.0,False,94.0,False,,,,,88.0,False,,,,,89.0,False,,,,
alb,1991,80.0,False,78.0,False,,,,,80.0,False,,,,,82.0,False,,,,
alb,1992,81.0,False,94.0,False,,,,,87.0,False,,,,,97.0,False,,,,
alb,1993,82.0,False,96.0,False,,,,,76.0,False,,,,,98.0,False,,,,
alb,1994,87.0,False,99.0,False,,,99.0,False,90.0,False,,,,,98.0,False,,,,
alb,1995,97.0,False,97.0,False,,,88.0,False,91.0,False,,,,,98.0,False,,,,
alb,1996,94.0,False,98.0,False,,,96.0,False,92.0,False,,,,,99.0,False,,,,
alb,1997,94.0,False,99.0,False,,,97.0,False,95.0,False,,,,,99.0,False,,,,
alb,1998,87.0,False,96.0,False,,,94.0,False,89.0,False,,,,,97.0,False,,,,
alb,1999,93.0,False,97.0,False,,,96.0,False,85.0,False,,,,,97.0,False,,,,
alb,2000,93.0,False,97.0,False,96.0,False,,,95.0,False,,,,,97.0,False,,,,
alb,2001,93.0,False,97.0,False,96.0,False,,,95.0,False,90.0,False,,,97.0,False,,,,
alb,2002,94.0,False,98.0,False,96.0,False,,,96.0,False,93.0,False,,,98.0,False,,,,
alb,2003,95.0,False,97.0,False,97.0,False,,,93.0,False,93.0,False,,,97.0,False,,,,
alb,2004,97.0,False,97.0,False,99.0,False,,,96.0,False,96.0,False,,,98.0,False,,,,
alb,2005,98.0,False,98.0,False,98.0,False,,,97.0,False,97.0,False,,,97.0,False,,,,
alb,2006,97.0,False,97.0,False,98.0,False,,,95.0,False,94.0,False,,,97.0,False,,,,
alb,2007,98.0,False,98.0,False,98.0,False,,,97.0,False,95.0,False,,,99.0,False,,,,
alb,2008,99.0,False,99.0,False,99.0,False,,,98.0,False,98.0,False,,,99.0,False,,,,
alb,2009,97.0,False,98.0,False,98.0,False,98.0,False,97.0,False,98.0,False,,,98.0,False,,,97.0,False
alb,2010,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,98.0,False,,,99.0,False,,,99.0,False
alb,2011,97.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,,,97.0,False
alb,2012,96.0,False,99.0,False,99.0,False,99.0,False,98.0,False,99.0,False,99.0,False,99.0,False,,,96.0,False
alb,2013,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,,,99.0,False
alb,2014,99.0,False,98.0,False,98.0,False,98.0,False,98.0,False,98.0,False,99.0,False,98.0,False,,,98.0,False
alb,2015,99.0,False,99.0,False,99.0,False,99.0,False,97.0,False,98.0,False,99.0,False,99.0,False,,,97.0,False
alb,2016,99.0,False,98.0,False,98.0,False,98.0,False,96.0,False,98.0,False,98.0,False,98.0,False,,,96.0,False
alb,2017,99.0,False,99.0,False,99.0,False,99.0,False,96.0,False,98.0,False,99.0,False,99.0,False,,,96.0,False
alb,2018,99.0,False,99.0,False,99.0,False,99.0,False,94.0,False,96.0,False,98.0,False,99.0,False,,,94.0,False
alb,2019,99.0,False,99.0,False,99.0,False,99.0,False,95.0,False,96.0,False,96.0,False,99.0,False,,,95.0,False
alb,2020,98.0,False,98.0,False,98.0,False,98.0,False,91.0,False,94.0,False,92.0,False,98.0,False,98.0,False,91.0,False
alb,2021,99.0,False,98.0,False,98.0,False,98.0,False,87.0,False,92.0,False,89.0,False,98.0,False,98.0,False,87.0,False
alb,2022,99.0,False,97.0,False,97.0,False,97.0,False,86.0,False,93.0,False,87.0,False,98.0,False,97.0,False,86.0,False
alb,2023,99.0,False,97.0,False,97.0,False,97.0,False,83.0,False,93.0,False,85.0,False,97.0,False,97.0,False,83.0,False
and,1997,,,90.0,False,,,75.0,False,90.0,False,,,,,90.0,False,,,,
and,1998,,,89.0,False,55.0,False,80.0,False,90.0,False,,,,,90.0,False,,,,
and,1999,,,90.0,False,80.0,False,75.0,False,97.0,False,,,,,95.0,False,,,,
are,1980,15.0,False,11.0,False,,,,,34.0,False,,,,,11.0,False,,,,
are,1981,18.0,False,45.0,False,,,,,42.0,False,,,,,45.0,False,,,,
are,1982,28.0,False,43.0,False,,,,,41.0,False,,,,,46.0,False,,,,
are,1983,37.0,False,50.0,False,,,,,51.0,False,,,,,50.0,False,,,,
are,1984,42.0,False,59.0,False,,,,,53.0,False,,,,,59.0,False,,,,
are,1985,60.0,False,76.0,False,,,,,60.0,False,,,,,74.0,False,,,,
are,1986,78.0,False,78.0,False,,,,,67.0,False,,,,,77.0,False,,,,
are,1987,92.0,False,80.0,False,,,,,71.0,False,,,,,80.0,False,,,,
are,1988,93.0,False,82.0,False,,,,,74.0,False,,,,,82.0,False,,,,
are,1989,96.0,False,84.0,False,,,,,78.0,False,,,,,85.0,False,,,,
are,1990,96.0,False,85.0,False,,,,,80.0,False,,,,,85.0,False,,,,
are,1991,96.0,False,85.0,False,,,,,82.0,False,,,,,85.0,False,,,,
are,1992,98.0,False,86.0,False,,,,,85.0,False,,,,,86.0,False,,,,
are,1993,98.0,False,90.0,False,,,90.0,False,90.0,False,,,,,90.0,False,,,,
are,1994,98.0,False,90.0,False,,,90.0,False,90.0,False,,,,,90.0,False,,,,
are,1995,98.0,False,90.0,False,,,90.0,False,90.0,False,,,,,90.0,False,,,,
are,1996,98.0,False,90.0,False,,,90.0,False,90.0,False,,,,,90.0,False,,,,
are,1997,98.0,False,92.0,False,,,90.0,False,95.0,False,,,,,92.0,False,,,,
are,1998,98.0,False,94.0,False,,,96.0,False,95.0,False,,,,,94.0,False,,,,
are,1999,98.0,False,94.0,False,94.0,False,92.0,False,96.0,False,,,,,94.0,False,,,92.0,False
are,2000,98.0,False,94.0,False,92.0,False,92.0,False,94.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2001,98.0,False,94.0,False,92.0,False,92.0,False,94.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2002,98.0,False,94.0,False,92.0,False,94.0,False,94.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2003,98.0,False,94.0,False,92.0,False,94.0,False,94.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2004,98.0,False,94.0,False,92.0,False,94.0,False,94.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2005,98.0,False,94.0,False,92.0,False,94.0,False,92.0,False,94.0,False,,,94.0,False,,,92.0,False
are,2006,98.0,False,92.0,False,92.0,False,92.0,False,92.0,False,93.0,False,,,94.0,False,,,92.0,False
are,2007,98.0,False,92.0,False,92.0,False,92.0,False,92.0,False,93.0,False,,,94.0,False,,,92.0,False
are,2008,98.0,False,92.0,False,92.0,False,92.0,False,92.0,False,92.0,False,,,94.0,False,,,92.0,False
are,2009,98.0,False,93.0,False,93.0,False,93.0,False,93.0,False,93.0,False,,,94.0,False,,,93.0,False
are,2010,98.0,False,94.0,False,94.0,False,94.0,False,94.0,False,94.0,False,94.0,False,94.0,False,,,94.0,False
are,2011,96.0,False,95.0,False,95.0,False,95.0,False,95.0,False,95.0,False,95.0,False,95.0,False,,,95.0,False
are,2012,94.0,False,96.0,False,96.0,False,96.0,False,96.0,False,96.0,False,96.0,False,96.0,False,,,94.0,False
are,2013,94.0,False,98.0,False,98.0,False,98.0,False,98.0,False,98.0,False,98.0,False,98.0,False,,,94.0,False
are,2014,90.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,56.0,False,90.0,False
are,2015,96.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,87.0,False,96.0,False
are,2016,99.0,False,99.0,False,99.0,False,99.0,False,99.0,False,98.0,False,99.0,False,99.0,False,92.0,False,99.0,False
are,2017,95.0,False,97.0,False,98.0,False,98.0,False,99.0,False,97.0,False,96.0,False,96.0,False,90.0,False,95.0,False
are,2018,95.0,False,99.0,False,99.0,False,99.0,False,99.0,False,95.0,False,99.0,False,99.0,False,99.0,False,95.0,False
are,2019,94.0,False,99.0,False,98.0,False,99.0,False,99.0,False,94.0,False,99.0,False,95.0,False,92.0,False,94.0,False
are,2020,86.0,False,90.0,False,91.0,False,90.0,False,99.0,False,92.0,False,84.0,False,80.0,False,86.0,False,80.0,False
are,2021,99.0,False,96.0,False,95.0,False,96.0,False,99.0,False,96.0,False,95.0,False,96.0,False,91.0,False,95.0,False
are,2022,96.0,False,96.0,False,95.0,False,96.0,False,98.0,False,91.0,False,95.0,False,95.0,False,91.0,False,95.0,False
are,2023,98.0,False,96.0,False,96.0,False,96.0,False,98.0,False,94.0,False,94.0,False,96.0,False,91.0,False,96.0,False
arg,1980,62.0,False,44.0,False,,,,,61.0,False,,,,,33.0,False,,,,
arg,1981,70.0,False,49.0,False,,,,,77.0,False,,,,,40.0,False,,,,
arg,1982,77.0,False,58.0,False,,,,,67.0,False,,,,,48.0,False,,,,
arg,1983,70.0,False,61.0,False,,,,,67.0,False,,,,,79.0,False,,,,
arg,1984,78.0,False,62.0,False,,,,,79.0,False,,,,,72.0,False,,,,
arg,1985,90.0,False,66.0,False,,,,,54.0,False,,,,,73.0,False,,,,
arg,1986,99.0,False,67.0,False,,,,,87.0,False,,,,,79.0,False,,,,
arg,1987,94.0,False,75.0,False,,,,,80.0,False,,,,,85.0,False,,,,
arg,1988,91.0,False,80.0,False,,,,,87.0,False,,,,,90.0,False,,,,
arg,1989,92.0,False,80.0,False,,,,,89.0,False,,,,,86.0,False,,,,
arg,1990,99.0,False,87.0,False,,,,,93.0,False,,,,,90.0,False,,,,
arg,1991,99.0,False,80.0,False,,,,,99.0,False,,,,,86.0,False,,,,
arg,1992,99.0,False,81.0,False,,,,,92.0,False,,,,,85.0,False,,,,
arg,1993,99.0,False,81.0,False,,,,,95.0,False,,,,,82.0,False,,,,
arg,1994,99.0,False,82.0,False,,,,,96.0,False,,,,,85.0,False,,,,
arg,1995,99.0,False,85.0,False,,,,,99.0,False,,,,,90.0,False,,,,
arg,1996,99.0,False,83.0,False,,,,,99.0,False,,,,,90.0,False,,,,
arg,1997,99.0,False,88.0,False,,,,,93.0,False,,,,,92.0,False,,,,
arg,1998,98.0,False,84.0,False,49.0,False,,,95.0,False,,,,,90.0,False,,,,
arg,1999,96.0,False,86.0,False,86.0,False,,,97.0,False,,,,,91.0,False,,,,
arg,2000,95.0,False,83.0,False,,,83.0,False,91.0,False,56.0,False,,,88.0,False,,,,
arg,2001,92.0,False,83.0,False,,,83.0,False,89.0,False,56.0,False,,,85.0,False,,,,
arg,2002,95.0,False,93.0,False,66.0,False,93.0,False,95.0,False,83.0,False,,,94.0,False,,,66.0,False
arg,2003,99.0,False,96.0,False,73.0,False,96.0,False,97.0,False,80.0,False,,,95.0,False,,,73.0,False
arg,2004,99.0,False,98.0,False,81.0,False,98.0,False,99.0,False,93.0,False,,,91.0,False,,,81.0,False
arg,2005,99.0,False,98.0,False,88.0,False,98.0,False,98.0,False,88.0,False,,,95.0,False,,,88.0,False
arg,2006,99.0,False,91.0,False,84.0,False,91.0,False,97.0,False,91.0,False,,,92.0,False,,,84.0,False
arg,2007,99.0,False,91.0,False,85.0,False,91.0,False,94.0,False,84.0,False,,,92.0,False,,,85.0,False
arg,2008,99.0,False,93.0,False,90.0,False,93.0,False,96.0,False,88.0,False,,,94.0,False,,,90.0,False
arg,2009,99.0,False,94.0,False,94.0,False,94.0,False,96.0,False,96.0,False,,,97.0,False,,,94.0,False
arg,2010,99.0,False,94.0,False,94.0,False,94.0,False,95.0,False,94.0,False,,,95.0,False,,,94.0,False
arg,2011,99.0,False,91.0,False,91.0,False,91.0,False,95.0,False,91.0,False,,,93.0,False,,,91.0,False
arg,2012,99.0,False,91.0,False,91.0,False,91.0,False,94.0,False,89.0,False,41.0,False,90.0,False,,,90.0,False
arg,2013,99.0,False,94.0,False,94.0,False,94.0,False,94.0,False,83.0,False,86.0,False,90.0,False,,,90.0,False
arg,2014,99.0,False,94.0,False,94.0,False,94.0,False,95.0,False,96.0,False,89.0,False,92.0,False,,,92.0,False
arg,2015,96.0,False,94.0,False,94.0,False,94.0,False,89.0,False,87.0,False,82.0,False,93.0,False,61.0,False,89.0,False
arg,2016,92.0,False,92.0,False,92.0,False,92.0,False,90.0,False,88.0,False,82.0,False,87.0,False,75.0,False,87.0,False
arg,2017,95.0,False,86.0,False,86.0,False,86.0,False,89.0,False,89.0,False,76.0,False,84.0,False,78.0,False,84.0,False
arg,2018,93.0,False,86.0,False,86.0,False,86.0,False,94.0,False,99.0,False,88.0,False,84.0,False,80.0,False,84.0,False
arg,2019,85.0,False,83.0,False,83.0,False,83.0,False,86.0,False,84.0,False,80.0,False,83.0,False,77.0,False,83.0,False
arg,2020,75.0,False,74.0,False,74.0,False,74.0,False,77.0,False,71.0,False,75.0,False,74.0,False,72.0,False,74.0,False
arg,2021,80.0,False,81.0,False,81.0,False,81.0,False,86.0,False,79.0,False,79.0,False,79.0,False,78.0,False,79.0,False
arg,2022,81.0,False,84.0,False,84.0,False,84.0,False,85.0,False,94.0,False,79.0,False,84.0,False,80.0,False,81.0,False
arg,2023,69.0,False,66.0,False,66.0,False,66.0,False,80.0,False,54.0,False,71.0,False,71.0,False,68.0,False,66.0,False
arm,1992,88.0,False,85.0,False,,,,,93.0,False,,,,,92.0,False,,,,
arm,1993,84.0,False,85.0,False,,,,,95.0,False,,,,,92.0,False,,,,
arm,1994,83.0,False,86.0,False,,,,,95.0,False,,,,,92.0,False,,,,
arm,1995,84.0,False,98.0,False,,,,,96.0,False,,,,,93.0,False,,,,
arm,1996,82.0,False,86.0,False,,,,,89.0,False,,,,,97.0,False,,,,
arm,1997,72.0,False,88.0,False,,,,,92.0,False,,,,,95.0,False,,,,
arm,1998,95.0,False,82.0,False,,,,,94.0,False,,,,,96.0,False,,,,
arm,1999,93.0,False,91.0,False,,,,,92.0,False,,,,,97.0,False,,,,
arm,2000,97.0,False,93.0,False,55.0,False,,,92.0,False,94.0,False,,,96.0,False,,,,
arm,2001,96.0,False,94.0,False,69.0,False,,,93.0,False,96.0,False,,,97.0,False,,,,
arm,2002,97.0,False,94.0,False,91.0,False,,,91.0,False,95.0,False,,,96.0,False,,,,
arm,2003,92.0,False,94.0,False,93.0,False,,,94.0,False,93.0,False,,,96.0,False,,,,
arm,2004,96.0,False,91.0,False,91.0,False,,,92.0,False,94.0,False,,,93.0,False,,,,
arm,2005,94.0,False,90.0,False,91.0,False,,,94.0,False,92.0,False,,,92.0,False,,,,
arm,2006,91.0,False,87.0,False,78.0,False,,,92.0,False,85.0,False,,,87.0,False,,,,
arm,2007,94.0,False,88.0,False,85.0,False,,,92.0,False,93.0,False,,,90.0,False,,,,
arm,2008,98.0,False,89.0,False,89.0,False,,,94.0,False,94.0,False,,,91.0,False,,,,
arm,2009,99.0,False,93.0,False,93.0,False,,,96.0,False,96.0,False,,,94.0,False,,,,
arm,2010,95.0,False,94.0,False,94.0,False,48.0,False,97.0,False,97.0,False,,,96.0,False,,,48.0,False
arm,2011,96.0,False,95.0,False,95.0,False,95.0,False,97.0,False,98.0,False,,,96.0,False,,,95.0,False
arm,2012,96.0,False,95.0,False,95.0,False,95.0,False,97.0,False,97.0,False,,,96.0,False,,,95.0,False
arm,2013,99.0,False,95.0,False,95.0,False,95.0,False,97.0,False,97.0,False,,,96.0,False,33.0,False,95.0,False
arm,2014,99.0,False,93.0,False,93.0,False,93.0,False,97.0,False,97.0,False,,,95.0,False,91.0,False,93.0,False
arm,2015,99.0,False,94.0,False,94.0,False,94.0,False,97.0,False,97.0,False,44.0,False,96.0,False,93.0,False,94.0,False
arm,2016,99.0,False,94.0,False,94.0,False,94.0,False,97.0,False,97.0,False,94.0,False,96.0,False,94.0,False,94.0,False
arm,2017,99.0,False,94.0,False,94.0,False,94.0,False,96.0,False,97.0,False,94.0,False,96.0,False,94.0,False,94.0,False
arm,2018,99.0,False,92.0,False,92.0,False,92.0,False,95.0,False,96.0,False,92.0,False,92.0,False,93.0,False,92.0,False
arm,2019,99.0,False,92.0,False,92.0,False,92.0,False,95.0,False,96.0,False,92.0,False,94.0,False,92.0,False,92.0,False
arm,2020,99.0,False,91.0,False,92.0,False,92.0,False,94.0,False,94.0,False,92.0,False,86.0,False,92.0,False,86.0,False
arm,2021,98.0,False,93.0,False,93.0,False,93.0,False,94.0,False,94.0,False,93.0,False,93.0,False,92.0,False,93.0,False
arm,2022,98.0,False,93.0,False,96.0,False,96.0,False,95.0,False,94.0,False,93.0,False,93.0,False,92.0,False,93.0,False
arm,2023,99.0,False,94.0,False,94.0,False,94.0,False,96.0,False,96.0,False,94.0,False,94.0,False,93.0,False,94.0,False
atg,1980,,,54.0,False,,,,,,,,,,,36.0,False,,,,
atg,1981,,,79.0,False,,,,,,,,,,,47.0,False,,,,
atg,1982,,,79.0,False,,,,,,,,,,,86.0,False,,,,
atg,1983,,,99.0,False,,,,,48.0,False,,,,,99.0,False,,,,
atg,1984,,,94.0,False,,,,,73.0,False,,,,,93.0,False,,,,
atg,1985,,,99.0,False,,,,,69.0,False,,,,,99.0,False,,,,
atg,1986,,,96.0,False,,,,,80.0,False,,,,,96.0,False,,,,
atg,1987,,,97.0,False,,,,,89.0,False,,,,,99.0,False,,,,
atg,1988,,,98.0,False,,,,,95.0,False,,,,,99.0,False,,,,
atg,1989,,,99.0,False,,,,,95.0,False,,,,,99.0,False,,,,
atg,1990,,,99.0,False,,,,,89.0,False,,,,,99.0,False,,,,
atg,1991,,,94.0,False,,,,,87.0,False,,,,,97.0,False,,,,
atg,1992,,,99.0,False,,,,,99.0,False,,,,,99.0,False,,,,
atg,1993,,,99.0,False,,,,,99.0,False,,,,,99.0,False,,,,
atg,1994,,,99.0,False,,,,,91.0,False,,,,,99.0,False,,,,
atg,1995,,,99.0,False,,,,,93.0,False,,,,,99.0,False,,,,
atg,1996,,,99.0,False,,,,,99.0,False,,,,,99.0,False,,,,
atg,1997,,,99.0,False,,,,,93.0,False,,,,,99.0,False,,,,
atg,1998,,,99.0,False,,,,,99.0,False,,,,,99.0,False,,,,
atg,1999,,,99.0,False,,,,,99.0,False,,,,,99.0,False,,,,
aus,1980,,,33.0,False,,,,,,,,,,,17.0,False,,,,
aus,1981,,,40.0,False,,,,,,,,,,,43.0,False,,,,
